,Property_ID,Property_Name,Property_Type,Property_Purpose,Baths,Bedrooms,City,Property_Location,Area,Area_Name,Properity_Price,Date_Added
1771,Flat 43118387,10 Marla 3 Bed Flat For Rent In Askari 11 Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,25/12/2022
1772,Flat 43118107,12 Marla 4 Bed Flat In A Skari 11 Lahore,Flat,For Rent,4,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,75000,25/12/2022
1773,Flat 43117405,Studio Furnished Apartment In Good Condition Is Available For Rent In Sector B Bahria Town Lahore,Flat,For Rent,1,-,Lahore,"Bahria Town, Lahore, Punjab",1.3 ,Bahria Town,35000,25/12/2022
1774,Flat 43116604,one bed apparment for rent,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,28000,24/12/2022
1775,Flat 40906483,5 Marla Brand New Furnished Apartment,Flat,For Rent,2,2,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,80000,24/12/2022
1776,Flat 38898068,2 Bed Furnish Apartment With Gas Meter,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.6 ,Bahria Town,85000,24/12/2022
1777,Flat 43115096,One Bed Studio Furnished Apartment For Rent Aa Block Bahria Town Lahore,Flat,For Rent,1,-,Lahore,"Bahria Town, Lahore, Punjab",1.6 ,Bahria Town,40000,24/12/2022
1778,Flat 43114336,525 Sq. ft Apartment In Bahria Town Facing Effel Tower,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,50000,24/12/2022
1779,Flat 43114483,10 marla 3 bed flat for rent in Askari 11 Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,24/12/2022
1780,Flat 43114446,"12 Marla, 4 Bedroom Flat Is Available For Rent In Askari XI Lahore",Flat,For Rent,4,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,75000,24/12/2022
1781,Flat 41960996,250 Sqft Apartment On First Floor In Red Sun Height Dream Gardens Lahore,Flat,For Rent,1,-,Lahore,"Defence Road, Lahore, Punjab",1.1 ,Defence Road,25000,24/12/2022
1782,Flat 42202017,Fair-Priced 470 Square Feet Flat Available In Bahria Town - Gulmohar Block,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,40000,24/12/2022
1783,Flat 42318767,1 Bed Non Furnished Apartment For Rent In Sector C Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,25000,24/12/2022
1784,Flat 42081825,10 Marla Furnished Apartment Available For Rent At Ground Floor In Icon Valley Phase 1,Flat,For Rent,3,3,Lahore,"Raiwind Road, Lahore, Punjab",10 ,Raiwind Road,65000,24/12/2022
1785,Flat 42958687,Flat Of 500 Square Feet Is Available For Rent In Bahria Town - Iqbal Block,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,30000,24/12/2022
1786,Flat 43110867,2 Bedroom Full Furnished Apartment For Rent In Dha Phase 1,Flat,For Rent,2,2,Lahore,"DHA Defence, Lahore, Punjab",7.1 ,DHA Defence,90000,24/12/2022
1787,Flat 43109912,Fully Furnished Luxury Single Bed Apartment For Rent In AA-Block Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,55000,24/12/2022
1788,Flat 43109844,2 Bedroom Brand New Full Furnished Apartment For Rent In Dha Phase 5,Flat,For Rent,2,2,Lahore,"DHA Defence, Lahore, Punjab",6.7 ,DHA Defence,200000,24/12/2022
1789,Flat 43109793,2250 Sq Feet Flat For Rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,68000,24/12/2022
1790,Flat 42836193,10 Marla Flat In Central Askari 11 - Sector B Apartments For rent,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,24/12/2022
1791,Flat 42947917,Beautiful Flat For Rent In Punjab Coop Housing Society,Flat,For Rent,2,2,Lahore,"Punjab Coop Housing Society, Lahore, Punjab",5 ,Punjab Coop Housing Society,32000,24/12/2022
1792,Flat 42367006,"450 Square Feet One Bed Fully Furnished Apartment Available For Rent In Sector C Chambeli Block Bahria Town, Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,55000,24/12/2022
1793,Flat 39395139,3 Beds Facing Park Good Looking Apartment For Sale In Sector F Askari 10,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,07/12/2022
1794,Flat 39667916,Most Sought After Luxury Apartment Project In Dha Lahore Phase Viii,Flat,For Sale,2,2,Lahore,"DHA Defence, Lahore, Punjab",4.4 ,DHA Defence,20000000,07/12/2022
1795,Flat 39077427,Zameen Quadrangle Flat The New Shape Of Your Home,Flat,For Sale,2,2,Lahore,"Gulberg, Lahore, Punjab",4.9 ,Gulberg,20000000,07/12/2022
1796,Flat 39053313,Signature By Icon Bringing The Finest Of Apartment Living To Lahore,Flat,For Sale,2,2,Lahore,"Raiwind Road, Lahore, Punjab",3.9 ,Raiwind Road,9600000,07/12/2022
1797,Flat 42749540,"A Flat Of 886 Square Feet In Rs. 10,500,000",Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.9 ,Bahria Town,20000000,07/12/2022
1798,Flat 42749543,Get Your Dream Flat In Bahria Town - Chambelli Block Lahore,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.9 ,Bahria Town,20000000,07/12/2022
1799,Flat 42749496,Book Flat Today In Bahria Town - Chambelli Block,Flat,For Sale,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.9 ,Bahria Town,20000000,07/12/2022
1800,Flat 41515121,Awami Villa Flat For Sale Second Floor,Flat,For Sale,1,2,Lahore,"Bahria Orchard, Lahore, Punjab",5 ,Bahria Orchard,4900000,07/12/2022
1801,Flat 42727720,Corner Flat In Samanabad For sale,Flat,For Sale,2,3,Lahore,"Samanabad, Lahore, Punjab",4.5 ,Samanabad,30000000,07/12/2022
1802,Flat 41365390,One Bed Flat Brand New Near To Park School And Market,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,6200000,07/12/2022
1803,Flat 42443874,Flat Of 12 Marla Available In Askari 11 - Sector B,Flat,For Sale,4,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,40000000,07/12/2022
1804,Flat 42703773,Studio Apartment Is Available For Sale Best For Rental Income,Flat,For Sale,1,-,Lahore,"Bahria Orchard, Lahore, Punjab",1.3 ,Bahria Orchard,2300000,07/12/2022
1805,Flat 41762184,1 Bedroom Vip Full Furnish Flat For Sale In New Lahore City,Flat,For Sale,1,1,Lahore,"New Lahore City, Lahore, Punjab",2.3 ,New Lahore City,4000000,07/12/2022
1806,Flat 42691708,1 bedroom luxury furnished facing eiffel tower building appartment available for sale in bahria town lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,6000000,07/12/2022
1807,Flat 42669038,One Bed Luxury Furnish Flat For Sale In Sector C Main Bahria Town Lahore Hot Location,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,6400000,30/11/2022
1808,Flat 42002169,SUPERB VIEW Brand New 12 Marla 4 Bed 7th Floor Flat for Sale in Askari 11 Lahore,Flat,For Sale,6,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,50000000,30/11/2022
1809,Flat 41912105,5 Marla Brand New Fresh 2 Bed Apartment All Dues Clear Prime Location For Sale In Bahria EMC,Flat,For Sale,1,2,Lahore,"Bahria Education & Medical City, Lahore, Punjab",5 ,Bahria Education & Medical City,3600000,30/11/2022
1810,Flat 43170080,10 Marla 3 Bedrooms Flat For Sale.,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1811,Flat 41866674,462 Square Feet Flat For sale In Bahria Town - Block AA Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,7500000,1 day
1812,Flat 43169722,Brand New 10 Marla 3 Bed Apartment Available For Sale In Askari 11 sector B,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,1 day
1813,Flat 43169631,10 Marla 4 Bedrooms Flat For Sale.,Flat,For Sale,4,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1814,Flat 43169600,10 Marla 3 Bedrooms Flat For Sale.,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1815,Flat 43169586,10 Marla 3 Bed apartment available for sale in Askari 11 sector B,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1816,Flat 43169375,10 Marla 3 Bed Apartment Available For Sale In Askari 11 Sector B,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1817,Flat 43169285,10 Marla 4 Bedrooms Flat For Sale.,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1818,House 42962262,1 Kanal Brand New House Is Available For Sale In Dha Phase 7 Block P Lahore,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,24/12/2022
1819,House 42660066,5 Marla Double Unit Brand New House For Sale At Park View City Lahore,House,For Sale,4,4,Lahore,"Park View City, Lahore, Punjab",5 ,Park View City,20000000,24/12/2022
1820,House 43103902,5 Marla Beautifully Designed House For Sale At Eden Value Homes Lahore,House,For Sale,3,3,Lahore,"Eden, Lahore, Punjab",5 ,Eden,20000000,24/12/2022
1821,House 42917360,1 Kanal Brand New Modern Design Luxury Palace,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,24/12/2022
1822,House 38606569,11 Marla Corner Fully Automated Modern Bungalow For Sale In Phase 8,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",11 ,DHA Defence,60000000,24/12/2022
1823,House 43055265,This Is Your Chance To Buy House In Central Park - Block B Lahore,House,For Sale,8,7,Lahore,"Central Park Housing Scheme, Lahore, Punjab",40.0,Central Park Housing Scheme,80000000,1 week
1824,House 42934696,1Kanal House For Sale In GG Block Phase 4 DHA Defence Lahore.,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,70000000,1 week
1825,House 42831104,House Of 5 Marla In DHA 9 Town - Block B Is Available,House,For Sale,4,4,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,30000000,1 week
1826,House 42790219,Get In Touch Now To Buy A House In Lahore,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,120000000,1 week
1827,House 42666806,One Kanal Fully Renovated House For Sale In Faisal Town Lahore,House,For Sale,6,6,Lahore,"Faisal Town, Lahore, Punjab",20.0,Faisal Town,70000000,1 week
1828,House 41749591,5 Marla Brand New House Like A Luxury At Hot Location,House,For Sale,4,3,Lahore,"Green City, Lahore, Punjab",5 ,Green City,20000000,28/12/2022
1829,House 43123694,5 Marla Brand New House Like A Luxury At Hot Location,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,30000000,28/12/2022
1830,House 43050946,10 Marla Brand New Faisal Rasul Design Spanish Bungalow For Sale In Phase 6,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,60000000,28/12/2022
1831,House 43050569,10 Marla Modern Designed Slightly Used Most Beautiful House For Sale At Hottest Location In Dha,House,For Sale,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
1832,House 43050670,10 Marla Brand New Faisal Rasul Design Furnished Spanish Bungalow For Sale In Phase 6,House,For Sale,4,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,60000000,28/12/2022
1833,House 42928393,10 Marla Brand New Modern Design Bungalow For Sale At Prime Location Of DHA,House,For Sale,-,-,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,60000000,28/12/2022
1834,House 42817046,10 Marla Brand New Designer Bungalow For Sale At Prime Location Of Dha,House,For Sale,-,-,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,50000000,28/12/2022
1835,House 43191870,1 Kanal Brand New Modern Design Bungalow For Sale At Prime Location Of DHA,House,For Sale,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,80000000,28/12/2022
1836,House 43191869,5 MARLA MODERN HOUSE FOR SALE AT DHA PHASE 5,House,For Sale,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,20000000,28/12/2022
1837,House 42229260,3 Marla Double Storey House For Sale,House,For Sale,3,3,Lahore,"Harbanspura, Lahore, Punjab",3 ,Harbanspura,7500000,28/12/2022
1838,House 43191823,10 MARLA MODERN DESIGNER HOUSE FOR SALE NEAR TO PHASE 5,House,For Sale,6,5,Lahore,"Formanites Housing Scheme, Lahore, Punjab",10 ,Formanites Housing Scheme,30000000,28/12/2022
1839,House 40199557,8 Marla Single Storey House For Sale In Salamat Pura Lahore,House,For Sale,3,3,Lahore,"Harbanspura, Lahore, Punjab",8 ,Harbanspura,20000000,28/12/2022
1840,House 40369156,7 Marla Double Storey House For Sale In Shalimar Housing Scheme Lahore,House,For Sale,6,5,Lahore,"Shalimar Housing Scheme, Lahore, Punjab",7 ,Shalimar Housing Scheme,30000000,28/12/2022
1841,House 41440048,15 Marla Half Double Storey House For Sale In Amir Town Harbanspura Lahore,House,For Sale,5,3,Lahore,"Harbanspura, Lahore, Punjab",15 ,Harbanspura,40000000,28/12/2022
1842,House 32488676,1 Kanal Double Storey House For Sale In Amir Town Harbanspura Lahore,House,For Sale,7,6,Lahore,"Harbanspura, Lahore, Punjab",20.0,Harbanspura,50000000,28/12/2022
1843,House 42864186,5 Marla 4 Bed House Available For Rent,House,For Rent,5,4,Lahore,"Raiwind Road, Lahore, Punjab",5 ,Raiwind Road,70000,14/12/2022
1844,House 42859814,5 Marla Brand New Stylish Modern House For Rent,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,65000,14/12/2022
1845,House 40535145,10 Marla Brand New House For Rent Near To Park School And Market,House,For Rent,6,5,Lahore,"Bahria Town, Lahore, Punjab",10 ,Bahria Town,200000,14/12/2022
1846,House 21160609,Gulberg 5 Kanal Semi Furnished Commercial Paid Banglow For Rent,House,For Rent,10,11,Lahore,"Gulberg, Lahore, Punjab",100.0,Gulberg,1000000,14/12/2022
1847,House 38494199,Independent Commercial House Available In Gulberg,House,For Rent,-,-,Lahore,"Gulberg, Lahore, Punjab",32.0,Gulberg,900000,14/12/2022
1848,House 42860781,"10 Marla 3 Bedroom House Available For Rent In Askari 10 Sector F Lahore,",House,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,14/12/2022
1849,House 42798830,10 Marla Full House Available in Phase 6.,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,14/12/2022
1850,House 35145157,5 Kanal Commercial House Beautiful Location Facing Park,House,For Rent,10,11,Lahore,"Gulberg, Lahore, Punjab",100.0,Gulberg,1100000,14/12/2022
1851,House 39599029,55 Marla House For Rent In Gulberg,House,For Rent,10,11,Lahore,"Gulberg, Lahore, Punjab",54.0,Gulberg,900000,14/12/2022
1852,House 42842347,"1 Kanal Brand New Full House With Full Basement , Double Unit , Excellent Front Elevation , Available For Rent In DHA Phase 6 Most Posh Area Of DHA Lahore",House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,14/12/2022
1853,House 42842021,5 Marla Semi Furnished Beautiful House Available For Rent With Double Elevation And Double Unit Located On The Corner On Excellent Location In Dha Phase 4 Near By Park,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,70000,14/12/2022
1854,House 42798832,1 Kanal Full House Rent In DHA Phase 6 DHA,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,14/12/2022
1855,House 40314970,1 Kanal Lavish Bungalow For Rent In Dha Phase 6 Lahore.,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,24/12/2022
1856,House 42671226,1 Kanal Beautiful Well Maintained Design House For Rent In Dha Lahore Phase 5 Block G,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,24/12/2022
1857,House 43034090,Full Basement One Kanal Ultra Modern Luxurious Bungalow Situated At Heart Of Phase 6 Block B,House,For Rent,8,7,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,24/12/2022
1858,House 42998174,Fully Furnished One Kanal Brand New Luxurious Bungalow Situated At Most Prime Location,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,24/12/2022
1859,House 42429468,1 Kanal Block A Full House,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,300000,24/12/2022
1860,House 43093352,23 Marla Beautiful Well Maintained Design Fully Basement House For Rent In Dha Phase 6 Block L,House,For Rent,10,8,Lahore,"DHA Defence, Lahore, Punjab",24.0,DHA Defence,400000,28/12/2022
1861,House 42135324,DHA PHSE 2 KANAL FULL HOUSE PRIME LOCATION,House,For Rent,6,5,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,200000,28/12/2022
1862,House 42451483,DHA PHASE 5 10 MARLA FULL FULL HOUSE,House,For Rent,5,4,Lahore,"DHA Defence, Lahore, Punjab",10 ,DHA Defence,200000,28/12/2022
1863,House 42451829,Dha Phase 3 Five Marla Full Full House,House,For Rent,3,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,65000,28/12/2022
1864,House 42607740,DHA PHASE 5 BLOCK D 5 MARLA FULL HOUSE PRIME LOCATION,House,For Rent,4,3,Lahore,"DHA Defence, Lahore, Punjab",5 ,DHA Defence,75000,28/12/2022
1865,House 43185338,Kanal Modern Full Basement 7 Bed House Available for Rent,House,For Rent,8,7,Lahore,"DHA Defence, Lahore, Punjab",20.0,DHA Defence,400000,28/12/2022
1866,House 42294434,House For rent Situated In Askari 10 - Sector F,House,For Rent,5,5,Lahore,"Askari, Lahore, Punjab",18 ,Askari,300000,28/12/2022
1867,House 42294435,House Of 18 Marla Available For rent In Askari 10 - Sector F,House,For Rent,4,4,Lahore,"Askari, Lahore, Punjab",18 ,Askari,200000,28/12/2022
1868,Flat 43108700,Neat And Clean 3 Beds Ground Floor Available For Rent In Askari-11,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,75000,24/12/2022
1869,Flat 42924550,"One Bed Fully Furnished Apartment Available For Rent Sector C Bahria Town,Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,55000,24/12/2022
1870,Flat 42924873,"Brand New 1 Bed Apartment For Rent Available Chambile Block Sector C Bahria Town, Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,27000,24/12/2022
1871,Flat 42973240,1 Bed Luxury Non Furnished Flat Available For Rent In Bahria Town Lahore.,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,24000,24/12/2022
1872,Flat 43108200,Neat and Clean 3 Beds 7th Floor Flat for Rent in Asari-11 at Hot Location,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,65000,24/12/2022
1873,Flat 42427154,Fully Furnished 1 Bed Apartment In Goldcrest Mall Dha Phase 4 Available For Rent,Flat,For Rent,2,1,Lahore,"DHA Defence, Lahore, Punjab",4.4 ,DHA Defence,200000,24/12/2022
1874,Flat 43107563,3 Marla Flat For rent In Gulberg 2,Flat,For Rent,1,2,Lahore,"Gulberg, Lahore, Punjab",3 ,Gulberg,25000,24/12/2022
1875,Flat 43107066,1 bed unfurnished apartment for rent original picture attached,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,28000,24/12/2022
1876,Flat 43107062,Slightly Used 3 Beds Fully Furnished Flat For Rent in Askari 11 at Hot Location,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,200000,24/12/2022
1877,Flat 43026820,10 Marla 3 Bedroom Apartment Available for rent in sector F askari Lahore cantt,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,24/12/2022
1878,Flat 43040356,10 Marla 3 Bedroom Apartment Available for rent in sector F askari 10 Lahore,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,80000,24/12/2022
1879,Flat 43045008,Brand New 3 Beds Flat for Rent in Askari 11 at Hot Location,Flat,For Rent,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,85000,24/12/2022
1880,Flat 41642063,1 Bed Vip Luxury Furnished Flat Available For Rent In Bahria Town Lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,32000,24/12/2022
1881,Flat 43104964,One Bed NON-Furnished flat available for rent in Sctor E Bahria Town,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,35000,24/12/2022
1882,Flat 43104961,2 Bed Furnished Flat Available In Sector F Bahria Town,Flat,For Rent,2,2,Lahore,"Bahria Town, Lahore, Punjab",3.4 ,Bahria Town,80000,24/12/2022
1883,Flat 36306004,Brand New Huge 2 Bedroom Apartment For Rent In Dha Gold Crest Mall & Residency,Flat,For Rent,3,2,Lahore,"DHA Defence, Lahore, Punjab",5.8 ,DHA Defence,200000,24/12/2022
1884,Flat 43104012,1 Bed Brand New First Entry Furnished Flat Available for rent in the heart of bahria Town lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,45000,24/12/2022
1885,Flat 43103767,1 Bed like New Condition Non Furnish Flat Available for rent in the heart of bahria Town lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,28000,24/12/2022
1886,Flat 43103483,1 Bed Non Furnish flat with Gass available for rent in the heart of bahria Town lahore,Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,30000,23/12/2022
1887,Flat 42181216,"1 Bed Fully Furnished Apartment For Rent in Sector C, Bahria Town Lahore.",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,45000,23/12/2022
1888,Flat 42181650,"1 Bed Fully Furnished Apartment For Rent In Sector C, Bahria Town Lahore.",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,45000,23/12/2022
1889,Flat 42231675,"1 Bed Fully Furnished Apartment For Rent in Sector C, Bahria Town Lahore.",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,45000,23/12/2022
1890,Flat 42231788,"1 Bed Fully Furnished Apartment For Rent in Sector E, Bahria Town Lahore.",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,42000,23/12/2022
1891,Flat 42232275,"1 Bed Non Furnished Apartment For Rent in Sector C, Bahria Town Lahore",Flat,For Rent,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.8 ,Bahria Town,28000,23/12/2022
1892,Flat 42270969,"1 Bed Fully Furnished Studio For Rent In Sector D, Bahria Town Lahore",Flat,For Rent,1,-,Lahore,"Bahria Town, Lahore, Punjab",2.1 ,Bahria Town,35000,23/12/2022
1893,Flat 42151390,1 Bed Fully Furnished Apartment For Sale In Bahria Town Lhr.,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,7000000,30/11/2022
1894,Flat 42599269,Brand New Apartment For Sale On 4 Year Easy Installment,Flat,For Sale,3,2,Lahore,"New Lahore City, Lahore, Punjab",5 ,New Lahore City,4400000,30/11/2022
1895,Flat 41045557,12 Marla Flat In Askari 10 For Sale,Flat,For Sale,4,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,50000000,30/11/2022
1896,Flat 42566985,Stunning Flat Is Available For sale In Askari 11 - Sector B,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,40000000,30/11/2022
1897,Flat 42567008,12 marla 4 bed room flat for sale in Askari XI Lahore,Flat,For Sale,4,4,Lahore,"Askari, Lahore, Punjab",12 ,Askari,40000000,30/11/2022
1898,Flat 42570692,Non Furnished Flat For Sale,Flat,For Sale,2,2,Lahore,"Johar Town, Lahore, Punjab",2.6 ,Johar Town,4400000,30/11/2022
1899,Flat 42560763,422 Sq. Ft. Flat For Sale In Sector C Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.9 ,Bahria Town,4500000,30/11/2022
1900,Flat 42560633,500 Sq. Ft. Furnished Flat For Sale in Sector E Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.2 ,Bahria Town,7500000,30/11/2022
1901,Flat 42551146,One Bed Lovely Studio Apartment Facing Eiffel Tower For Sale In Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5500000,30/11/2022
1902,Flat 42536215,Ready For Possession Option On Thokar,Flat,For Sale,2,2,Lahore,"Thokar Niaz Baig, Lahore, Punjab",4.4 ,Thokar Niaz Baig,20000000,1 month
1903,Flat 39265423,Residence-15 Gulberg Lahore 2 Bed Apartment For Sale,Flat,For Sale,2,2,Lahore,"Gulberg, Lahore, Punjab",3.6 ,Gulberg,20000000,1 month
1904,Flat 36288855,Icon Valley-2 Luxury Apartments Next To Lake City,Flat,For Sale,2,2,Lahore,"Raiwind Road, Lahore, Punjab",4.1 ,Raiwind Road,6500000,1 month
1905,Flat 41878218,1 Bed Apartment For Sale,Flat,For Sale,2,1,Lahore,"DHA Defence, Lahore, Punjab",4.4 ,DHA Defence,30000000,28/12/2022
1906,Flat 42662406,1 Bed Luxury Apartment Available For Sale On 2.5 Years Easy Installment Plan In Bahria Town Lahore,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",1.7 ,Bahria Town,5000000,28/12/2022
1907,Flat 43169244,10 Marla 3 bedrooms Flat For Sale In Askari 11 Lahore.,Flat,For Sale,3,3,Lahore,"Askari, Lahore, Punjab",10 ,Askari,30000000,1 day
1908,Flat 43168644,One Bed Luxury Apartment For Sale On Instalment,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2 ,Bahria Town,7000000,1 day
1909,Flat 43168308,1 BED BRAND NEW FULL LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,1 day
1910,Flat 43168309,1 BED BRAND NEW FULL LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,1 day
1911,Flat 43168310,1 BED BRAND NEW FULL LUXURY FURNISHED APARTMENT AVAILABLE FOR SALE IN BAHRIA TOWN LAHORE,Flat,For Sale,1,1,Lahore,"Bahria Town, Lahore, Punjab",2.3 ,Bahria Town,7000000,1 day
